date,failure_info
17.08.2022,"- Район Добрич-селска: с. Стожер, с. Славеево, с. Плачидол, с. Ведрина, с. Попгригорово, с. Житница.
- Район Балчик: ВЗ Сборно място, ВЗ Момчил.
- Район Каварна: Старите лозя, с. Селце.
- Район Тервел: с. Сърнец, с. Войниково.
- Район Г. Тошево: с. Росен, с. Узово, с. Зограф, с. Пчеларово.
- Район Шабла: с. Горичане.
- Район Крушари: с. Лозенец.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
16.08.2022,"- Район Добрич: бул. Добруджа - спирка Строител, ул. Калиакра 56
- Район Добрич-селска: ПС Батово - напор, с. О. могила, с. Владимирово
- Район Балчик: с. Царичино, с. Дропла, с. Оброчище, ПС Балчик - ел. ремонт
- Район Каварна: Старите лозя, с. Пор. Чунчево
- Район Тервел: с. Мали извор, с. Гуслар; СК ЖФК в ремонт - с нарушено водоподаване гр. Тервел. с. Божан; с. Поп Груево;
- Район Г. Тошево: с. Къпиново, с. Великово, с. Житен
- Район Крушари: с. Коритен
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
15.08.2022,"- Район Добрич: ул. Лозарска 5;
- Район Добрич-селска: с. Войсил; с. Ново Ботево;
- Район Балчик: Балчик - ул. Иречек; с. Оброчище; с. Гурково;
- Район Каварна: с. Камен бряг; с. Хаджи Димитър;
- Район Тервел: СК ЖФК в ремонт - с нарушено водоподаване гр. Тервел. с. Божан; с. Поп Груево;
- Район Г. Тошево: с. Красен; с. Спасово;
- Район Шабла: с. Горичане;
- Район Крушари: с. Полковник Дяково;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
14.08.2022,"- Район Добрич-селска: с. Ново Ботево - нарушено водоподаване
- Район Балчик: с. Гурково
- Район Каварна: с. Топола
- Район Тервел: ПС Жегларци
- Район Шабла: ПС Горун
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
13.08.2022,"- Район Г. Тошево: с. Великово.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
12.08.2022,"- Район Добрич: ул. Цар Калоян 17, Лозята
- Район Добрич-селска: с. Лясково, с. Минково, с. Поп Григорово, с. Методиево
- Район Балчик: в. зона Изгрев ул. 7, с. Тригорци, с. Сенокос
- Район Каварна: Морска зона, с. Челопечене, СК Селце
- Район Тервел: с. Жегларци
- Район Г. Тошево: с. Балканци
- Район Шабла: гр. Шабла - ул. Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
11.08.2022,"- Район Добрич: Бул. Добруджа 30; ул. Иван Кършовски - лозята; ЖК Строител бл. 1;
- Район Добрич-селска: с. Житница; с. Орлова могила; с. Ген. Колево; с. Лясково;
- Район Балчик: С нарушено водоподаване ще бъдат селата Гурково и Тригорци. ВЗ Изгрев ул. 7; пс. Македонка;
- Район Каварна: С нарушено водоподаване ще бъдат селата Челопечене, Иречек, Видно, Вранино. гр. Каварна - ул. Добротица;
- Район Тервел: с. Божан;
- Район Г. Тошево: с. Конаре;
- Район Шабла: С нарушено водоподаване ще бъдат с. Пролез, с. Горичане. с. Горун;
- Район Крушари: с. Поручик Кърджиево;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
10.08.2022,"- Район Добрич: Лозята - местност ""Катран Чукур"", ЖК ""Иглика"" бл. 4; Нарушено водоподаване в района на ул. ""Ген. Попов - ЖК ""Иглика"".
- Район Добрич-селска: с. Подслон, с. Дончево
- Район Балчик: Поради авария долната част на гр. Балчик е с нарушено водоподаване.
ПС Македонка - напор, с. Рогачево, гр. Балчик - ул. ""Странджа"";
- С нарушено водоподаване ще бъдат селата Гурково и Тригорци.
- Район Каварна: с. Могилище, с. Камен бряг, гр. Каварна - ул. ""Д. Стойков"" - висока зона;
- С нарушено водоподаване ще бъдат селата Челопечене, Иречек, Видно, Вранино.
- Район Тервел: с. Кладенци, с. Божан
- Район Г. Тошево: с. Йовково, кв. Пастир, с. Красен
- Район Шабла: с. Крапец, гр. Шабла - ул. ""Тимок"", ул. ""Добруджа"", ул. ""Стара планина"", ул. ""Ком"", нарушено водоподаване в с. Пролез,
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
09.08.2022,"- Район Добрич: ул. Дойран, ул. Хан Тервел.
- Район Добрич-селска: с. Лясково, с. Царевец.
- Район Балчик: с. Рогачево, ВЗ Момчил. Поради авария долната част на гр. Балчик с нарушено водоподаване.
- Район Каварна: Ниска зона.
- Район Тервел: с. Балик.
- Район Г. Тошево: с. Малина.
- Район Крушари: с. Габер.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
08.08.2022,"- Район Добрич: ул. М. Палаузов 22
- Район Добрич-селска: с. Ново Ботево, с. Вратарите, с. Козлодуйци, с. Паскалево,  с. Ведрина - западната част от селото e с нарушено водоподаване до отстраняване на аварията на 08. 08. 2022 г.
- Район Балчик: с. Оброчище, в. зона Сборно място
- Район Каварна: с. Нейково; Поради ел. авария гр. Каварна - висока зона с нарушено водоподаване до отстраняването и; с. Камен бряг
- Район Тервел: с. Жегларци, с. Нова камена
- Район Г. Тошево: с. Дъбовик, с. Писарово
- Район Шабла: с. Тюленово
- Район Крушари: с. Телериг, с. Крушари, с. Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
07.08.2022,"- Район Добрич-селска: с. Ведрина - западната част от селото ще бъде с нарушено водоподаване до отстраняване на аварията на 08. 08. 2022 г.
- Район Каварна: Висока зона без вода до отстраняване на аварията. с. Хаджи Димитър; гр. Каварна ел. авария до около 20ч.;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
06.08.2022,"- Район Балчик: гр. Балчик ул. ""Златко Петков""
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
05.08.2022,"- Район Добрич: ул. Волга, ул. Стара Планина.
- Район Добрич-селска: с. Владимирово, с. Смолница, с. Богдан, с. Бдинци, с. Вратарите, с. Ловчанци, с. Батово.
- Район Балчик: ул. П. К. Яворов, с. Оброчище.
- Район Г. Тошево: Генерал Тошево - с нарушено водоподаване, с. Пчеларово.
- Район Шабла: ул. Камчия.
- Район Крушари: с. Бистрец, с. Лозенец, с. Телериг.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
04.08.2022,"- Район Добрич: ул. А. Стоянов - Салати Веселина, Лозята ул. Десета
- Район Добрич-селска: с. Долина, с. Поп Григорово, с. Ведрина, с. Ново Ботево, с. Росеново; Поради авария с. Владимирово ще е с нарушено водоподаване до отстраняването и.
- Район Балчик: ул. Средна гора, с. Соколово, с. Рогачево
- Район Каварна: ул. Д. Дончев
- Район Тервел: с. Нова камена, с. Мали извор
- Район Г. Тошево: ул. Поп Андрей, с. Бежаново
- Район Шабла: къмпинг Добруджа
- Район Крушари: с. Пор. Кърджиево, с. Телериг
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
03.08.2022,"- Район Добрич: Лозята; ул. Боряна 4г;
- Район Добрич-селска: с. Гешаново; с. Карапелит; с. Смолница; с. Малка Смолница; с. Ново Ботево;
- Район Балчик: Балчик - ул. Васил Априлов; с. Оброчище; с. Тригорци;
- Район Тервел: с. Коларци;
- Район Г. Тошево: с. Снягово; с. Конаре;
- Район Шабла: с. Ваклино;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
02.08.2022,"- Район Добрич: Поради авария по ул. "" Боряна "" участъка заключен между ул. "" Емона "" и ул. "" Каменица "" без водоподаване.
- ул. Петър Алексиев, ул. Бяла река № 7, ул. Антон Стоянов 3
- Район Добрич-селска: с. Гешаново, с. Ведрина, с. Ново Ботево, с. Батово,
- Район Балчик: с. Рогачево, с. Пряспа, с. Тригорци
- Район Каварна: с. Видно, ПС Горун ще бъде без електрозахранване поради авария, до отстраняването ѝ от ЕРП.
- Район Тервел: гр. Тервел - кв. Север
- Район Г. Тошево: ПС Кардам, с. Малина
- Район Шабла: гр. Шабла - изграждане на ново СВО
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
01.08.2022,"- Район Добрич: Реджията, ул. Хайдут Пейо. Поради авария по ул. "" Боряна "" участъка заключен между ул. "" Емона "" и ул. "" Каменица "" без водоподаване.
- Район Добрич-селска: с. Карапелит, с. Бенковски, с. Смолница, с. Малка Смолница, с. Ген. Колево.
- Район Балчик: с. Рогачево.
- Район Каварна: ул. Кап. Димитър Добрев.
- Район Тервел: с. Орляк, ул. Пирин.
- Район Г. Тошево: с. Спасово.
- Район Крушари: с. Александрия, с. Телериг.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
31.07.2022,"- Район Добрич-селска: с. Бенковски - СК, с. М. смолница; с. Воднянци; Авария по захранващ водопровод към селата Козлодуйци и Врачанци.
- Район Балчик: с. Рогачево
- Район Крушари: с. Лозенец - СК;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
30.07.2022,"- Район Добрич-селска: с. Бенковски; с. Врачанци; с. Ново Ботево; с. Малка Смолница;
- Район Балчик: с. Сенокос; с. Рогачево;
- Район Крушари: с. Лозенец - СК;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
29.07.2022,"- Район Добрич: кв. Рилци - ул. Чавдар войвода; Бул. Русия бл. 59; Кв. Рилци - ул. Асеница;
- Район Добрич-селска: с. Полк. Свещарово без водоподаване поради авария до отстраняването. с. Дончево;
- Район Балчик: с. Рогачево; с. Тригорци;
- Район Каварна: Каварна - ул. Бачо Киро; с. Могилище;
- Район Г. Тошево: с. Къпиново;
- Район Шабла: Къмпинг Добруджа;
- Район Крушари: СК Лозенец е в авария - с. Лозенец и с. Северци до отсраняването на аварията;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
28.07.2022,"- Район Добрич: ул. ""Богдан"" № 2, ул. ""Дойран"", ул. ""Даме Груев"", кв. Рилци ул. ""Сирма Войвода"" № 14
- Район Добрич-селска: Поради авария селата Победа, Методиево, Царевец, Паскалево, Божурово ще са с нарушено водоподаване.
- с. Воднянци, с. Ново Ботево, с. Полк. Свещарово без водоподаване поради авария до отстраняването.
- Район Балчик: с. Кранево, с. Рогачево, с. Пряспа, с. Дропла, с. Дъбрава, с. Сенокос, с. Оброчище, с. Брястово
- Район Тервел: гр. Тервел - кв. Север, СК Жегларци, с. Коларци
- Район Г. Тошево: ПС Узово
- Район Шабла: с. Черноморци
- Район Крушари: с. Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
27.07.2022,"- Район Добрич: Поради планово прекъсване на електроенергията от Енерго про по извод Приморци без ел. захранване ще бъде пс. Приморци в часовете от 9ч. до 17ч. В тези часове ще бъде нарушено водоподаването в град Добрич; Аварии : ул. "" Калиакра "" - бивше БСК.
- Район Добрич-селска: с. Тянево; с. Козлодуйци; с. Методиево
- Район Балчик: с. Рогачево; с. Кранево; с. Пряспа; с. Дропла; с. Сенокос, с. Кранево
- Район Тервел: гр. Тервел - кв. Север; с. Коларци
- Район Шабла: с. Черноморци
- Район Крушари: с. Земенци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
26.07.2022,"- Район Добрич: На 27. 07. 2022 г. поради извършване на ел. ремонт от Енерго Про по извод Приморци, град Добрич ще бъде с нарушено водоподаване  от 9 часа до 17 часа;
- Район Добрич-селска: с. Карапелит, с. Подслон, с. Владимирово, с. Ген. Колево
- Район Балчик: с. Рогачево, с. Царичино, с. Пряспа, с. Дропла
- Район Каварна: ул. Добротица, с. Видно, с. Пор. Чунчево
- Район Тервел: с. Поп Груево
- Район Г. Тошево: с. Пчеларово, с. Конаре
- Район Шабла: с. Граничар, Шабла - Военно поделение
- Район Крушари: СК Крушари
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
25.07.2022,"- Район Добрич: ул. Радецки; ул. Вит 21а; На 27. 07. 2022г. поради извършване на ел. ремонт от ЕОН  по извод Приморци  град Добрич ще бъде с нарушено водоподаване в часовете от 9ч. до 17ч; За днес - ул. Чавдар войвода - кв. Рилци;
- Район Добрич-селска: с. Батово; с. Пчелино; с. Долина; с. Победа; с. Методиево; с. Камен; с. Владимирово;  с. Царевец; с. Безводица;
- Район Балчик: с. Рогачево; пс Оброчище;
- Район Каварна: с. Селце; с. Свети Никола; с. Поручик Чунчево;
- Район Тервел: Тервел - ул. Цар Калоян; с. Гуслар;
- Район Г. Тошево: с. Пчеларово; с. Конаре;
- Район Крушари: Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отстраняване на аварията. с. Крушари; с. Телериг;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
24.07.2022,"- Район Балчик: с. Рогачево
- Район Каварна: с. Селце
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
23.07.2022,"- Район Добрич: Поради авария в кв. Реджията се спира водоподаването в северна промишлена зона до отсраняването.
- Район Балчик: с. Рогачево
- Район Тервел: с. Жегларци
- Район Г. Тошево: с. Сноп
- Район Крушари: Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отстраняване на аварията.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
22.07.2022,"- Район Добрич: Балик бл. 61, Реджията, ул. Г. Кирков 21
- Район Добрич-селска: с. Бранище, с. Н. Ботево, с. Ведрина, с. Овчарово, с. Ф. Дянково
- Район Балчик: с. Царичино
- Район Тервел: с. Орляк
- Район Г. Тошево: с. Пчеларово, с. Кардам, ПС Изворово
- Район Шабла: с. Черноморци
- Район Крушари: Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отстраняване на аварията. Поради профилактика от ЕНЕРГО ПРО ПС Крушари без ток от 9. 00 до 16. 00 ч.; с. Крушари
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
21.07.2022,"- Район Добрич: Централна градска част ще бъде прекъснато водоподаването поради авария от 8. 00 часа до приключването  и;
- Район Добрич-селска: с. Тянево; с. Опанец;
- Район Балчик: с. Рогачево;
- Район Каварна: с. Селце; с. Хаджи Димитър; СК Нейково;
- Район Г. Тошево: с. Спасово; с. Краище;
- Район Крушари: Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отстраняване на аварията. с. Телериг; с. Лозенец;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
20.07.2022,"- Район Добрич: В град Добрич в централна градска част поради авария ще бъде прекъснато водоподаването на 21. 07. 2022 г. от 8. 00 часа, до приключването й.
- кв. Рилци ул. Петрохан 11
- Район Добрич-селска: с. Карапелит, с. Методиево, с. Дончево, с. Ловчанци
- Район Балчик: с. Дропла, ПС Кранево, с. Стражица, гр. Балчик - ул. Зл. Петков, ул. В. Априлов, с. Змеево
- Район Каварна: гр. Каварна - ул. "" Добротица "" без водоподаване поради авария.
- Район Тервел: гр. Тервел - ул. Стефан Караджа
- Район Г. Тошево: с. Житен, с. Балканци, с. Пчеларово
- Район Шабла: с. Черноморци
- Район Крушари: Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отстраняване на аварията.
- с. Коритен
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
19.07.2022,"- Район Добрич: ЖК "" Иглика ""; ул. "" Лозарска ""
- Район Добрич-селска: с. Стефаново; с. Одринци; с. Безводица; с. Карапелит
- Район Балчик: в. з. "" Овчаровски плаж ""; с. Църква; с. Рогачево
- Район Каварна: гр. Каварна - ул. "" Добротица "" без водоподаване поради авария.
- Район Тервел: с. Гуслар; ПС "" Коларци ""
- Район Г. Тошево: с. Конаре; с. Житен
- Район Крушари: с. Крушари; Поради изгорял сондажен кладенец с намалено водоподаване ще бъдат следните села: Крушари, Земенци, Загорци, Полк. Дяково, Александрия, Бистрец, Габер, Огняново и Кап. Димитрово до отсраняване на аварията.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
18.07.2022,"- Район Добрич: Хидрофор Дружба 1, кв. Рилци, кварталът над ЖП линията, ул. М. Горки
- Район Добрич-селска: с. Камен, с. Смолница, с. Полк. Иваново, с. Полк. Минково
- Район Балчик: Индустр. зона, с. Рогачево, с. Храброво
- Район Каварна: Висока зона, Поради ел. авария с. Нейково с нарушено водоподаване до отстраняването и.
- Район Г. Тошево: с. Кардам, с. Спасово, с. Красен
- Район Шабла: с. Смин, Поради авария на ПС Дуранкулак с нарушено водоподаване с. Дуранкулак и с. Граничар.
- Район Крушари: с. Телериг
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
16.07.2022,"- Район Г. Тошево: ПС Узово
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
15.07.2022,"- Район Добрич-селска: с. Ведрина; с Полк. Иваново; с. Ловчанци; с. Ст. Караджа
- Район Балчик: Поради ел. авария на ПС "" Балчик с намалено водоподаване гр. Балчик; с. Соколово
- Район Каварна: с. Могилище
- Район Тервел: гр. Тервел - ул. "" Братя Миладинови ""
- Район Г. Тошево: с. Спасово; с. Бежаново; с. Изворово; с. Присад
- Район Шабла: с. Граничар
- Район Крушари: с. Крушари
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
14.07.2022,"- Район Добрич: ул. Еделвайс, ул. Калиакра, кв. Рилци - ул. Чавдар войвода
- Район Добрич-селска: с. Подслон, с. Ведрина, с. Козлодуйци, с, Паскалево, ПС Безводица;  Поради авария с нарушено водоподаване селата: Паскалево, Росеново, Божурово.
- Район Балчик: Индустр. зона, с. Змеево, с. Тригорци
- Район Тервел: с. Орляк
- Район Г. Тошево: с. Балканци
- Район Шабла: с. Пролез
- Район Крушари: с. Крушари - 3 аварии
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
13.07.2022,"- Район Добрич: Гробищен парк; ЖК Иглика бл. 1;
- Район Добрич-селска: с. Житница; с. Дончево; ПС Безводица
- Район Балчик: с. Оброчище; ВЗ Сборно място; Балчик - ул. Хр. Смирненски; с. Бобовец, с. Стражица
- Район Каварна: Каварна - ул. Георги Кирков; с. Могилище; с. Нейково;
- Район Тервел: с. Кладенци;
- Район Г. Тошево: с. Житен; с. Рогозина;
- Район Шабла: с. Тюленово;
- Район Крушари: с. Крушари;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
12.07.2022,"- Район Добрич: ЖК Добротица 22
- Район Добрич-селска: с. Ведрина, с. Славеево, с. Батово;
- Поради авария с нарушено водоподаване селата: Паскалево, Росеново, Божурово.
- Район Балчик: ПС Кранево - ел. ремонт, с. Сенокос, с. Люляково
- Район Каварна: гр. Каварна - ул. Хр. Смирненски, с. Хаджи Димитър
- Район Тервел: с. Божан, ПС Жегларци
- Район Г. Тошево: гр. Ген. Тошево - ул. Черно море, с. Люляково, с. Рогозина.
- Намалено водоподаване в селата: Житен и Зограф.
- Район Шабла: с. Стаевци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
11.07.2022,"- Район Добрич: ЖК "" Дружба "" бл. 19; ул. "" Първомайска ""
- Район Добрич-селска: с. Лясково; с. Смолница; с. Полк. Минково; с. Ловчанци; с. Врачанци; Поради авария с нарушено водоподаване селата: Паскалево, Росеново, Божурово.
- Район Каварна: гр. Каварна - морска зона; с. Пор. Чунчево
- Район Тервел: с. Честименско; Профилактика на ЕРП без ел. захранване на ПС "" Полк. Савово "" - с нарушено водоподаване селата : Честименско, Бонево, Полк. Савово, Войниково и гр. Тервел.
- Район Г. Тошево: Поради авария, с нарушено водоподаване с. Пчеларово и с. Зограф до отстраняването и; с. Вичево
- Район Шабла: с. Смин
- Район Крушари: с. Александрия; с. Коритен
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
09.07.2022,"- Район Тервел: Тервел - ул. Хан Аспарух;
- Район Г. Тошево: Поради авария, с нарушено водоподаване с. Пчеларово и с. Зограф до отстраняването и.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
08.07.2022,"- Район Добрич: ЖК "" Балик "" - авария
- Район Добрич-селска: с. Малка Смолница, с. Смолница, с. Опанец
- Район Балчик: с. Змеево, с. Кранево
- Район Каварна: гр. Каварна - висока зона, морска зона - х-л Атея, с. Нейково, с. Пор. Чунчево, с. Хаджи Димитър;
- Нарушено водоподаване с. Раковски, с. Х. Димитър, с. Пор. Чунчево.
- Район Тервел: гр. Тервел - ул. Хан Аспарух 3
- Район Г. Тошево: Поради авария, с нарушено водоподаване с. Пчеларово и с. Зограф до отстраняването и.
- с. Пленимир, с. Изворово, с. Красен
- Район Шабла: с. Горун
- Район Крушари: с. Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
07.07.2022,"- Район Добрич: ул. "" Копривщица ""; ЖК "" Дружба "" бл. 18; ул. "" 8 март ""
- Район Добрич-селска: с. Алцек; с. Долина
- Район Балчик: в. з. "" Фиш-фиш ""; ЖК "" Балик ""; КПС "" Балчик ""; с. Стражица; с. Бобовец
- Район Каварна: гр. Каварна - висока зона с нарушено водоподаване.
- Район Тервел: гр. Тервел-ул. "" Симеон Велики ""
- Район Г. Тошево: ПС "" Узово ""; с. Росица; Поради авария с нарушено водоподаване с. Пчеларово и с. Зограф до отстраняването.
- Район Шабла: с.  Горун
- Район Крушари: с. Лозенец; с. Полк. Дяково
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
06.07.2022,"- Район Добрич: ул. Диляна, ул. Х. Димитър, ул. Дунав 53, ул. Здравец, ул. Д. Ковачев 8, кв. Рилци - ул. Хемус
- Район Добрич-селска: с. Стефаново, с. Ведрина, с. Росеново
- Район Балчик: с. Царичино, В с. Стражица и с. Бобовец е нарушено водоподаването до отстраняване на аварията; гр. Балчик - Промишлена зона, с. Дропла
- Район Каварна: ул. Родопи 48
- Район Г. Тошево: с. Житен, с. Балканци
- Район Шабла: къмпинг Добруджа
- Район Крушари: с. Полк. Дяково
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
05.07.2022,"- Район Добрич: Бул. 25 септември до Реджията;
- Район Добрич-селска: с. Дончево; с. Методиево;
- Район Балчик: ВЗ Изгрев; с. Дропла; ВЗ Сборно място;

- В с. Стражица и с. Бобовец е нарушено водоподаването до отстраняване на аварията.
- Район Каварна: с. Хаджи Димитър; с. Поручик Чунчево;
- Район Тервел: с. Жегларци;
- Район Г. Тошево: с. Балканци; с. Спасово; с. Житен; с. Градини;
- Район Шабла: Шабла - ул. Искър; с. Граничар;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
04.07.2022,"- Район Добрич: ул. Арда 50, ул. Илинден 6, кв. Рилци ул. Ал. Батенберг
- Район Добрич-селска: с. Владимирово - нарушено водоподаване в с. Владимирово, с. Самуилово, с. Вратарите, с. Бдинци
- Район Балчик: ВЗ Изгрев, гр. Балчик ул. Ивайло, с. Храброво, с. Дропла, с. Стражица, с. Бобовец
- Район Каварна: гр. Каварна ул. Изгрев 18, с. Могилище
- Район Г. Тошево: с. Великово
- Район Шабла: с. Граничар
- Район Крушари: с. Северняк
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
03.07.2022,"- Район Балчик: в. з. "" Изгрев ""; в. з. "" Зл. рибка ""
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
02.07.2022,"- Район Добрич-селска: с. Смолница, с. Малка Смолница.
- Район Балчик: с. Рогачево, с. Кранево ще бъде с нарушено водоподаване до отстраняване на аварията.
- Район Г. Тошево: с. Житен ще бъде с нарушено водоподаване.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
01.07.2022,"- Район Добрич: Поради авария на магистрален водопровод от ПС "" Батово "" с нарушено водоподаване ЖК "" Добротица "" и Лозята. Кв. Рилци - ул. Александър Батенберг;
- Район Добрич-селска: с. Ново Ботево; с. Бенковски; с. Богдан;
- Район Балчик: с. Сенокос;
- Район Каварна: с. Нейково;
- Район Г. Тошево: с. Снягово; с. Йовково;
- Район Шабла: Шабла - ул. Пионерска;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
30.06.2022,"- Район Добрич: ул. Оборище № 37 А, ЖК Дружба бл. 34, вх. Б
- Район Добрич-селска: ПС Батово 2 - напор; нарушено водоподаване в селата: Одърци, Славеево, Стефаново, Пчелино, Соколник;
ПС Долапкулак ще бъде с прекъснато електрозахранване в периода от 10. 30 часа до 12. 00 часа
- Район Балчик: ПС Гурково - без електрозахравнане в периода от 8 часа до 17 часа.
Ще има временни смущения на електрозахранването на ПС Царичино в периода от 8 часа до 17 часа.
- ВЗ Овчаровски плаж, с. Змеево, с. Оброчище
- Район Каварна: гр. Каварна - ниска зона;
- Район Тервел: СК Безмер, с. Орляк, гр. Тервел ул. Хан Аспарух
- Район Г. Тошево: с. Спасово, с. Пчеларово
- Район Шабла: гр. Шабла ул. Средна гора; ПС Горун - без електрозахранване поради профилактика от ЕРП. Нарушено водоподаване в селата: Горун, Пор. Чунчево, Х. Димитър, Раковски, Тюленово и Камен бряг;
- Район Крушари: ПС Крушари  - поради ел. авария с нарушено водоподаване до отстраняване на аварията ще бъдат селата: с. Крушари, с. Земенци, с. Загорци, с. Полк. Дяково, с. Александрия, с. Бистрец, с. Габер, с. Огняново, с. Кап. Димитрово.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
