date,failure_info
09.06.2020,"- Район Добрич: ВЦ - поради авария по ул. "" Г. Делчев "" без водоподаване днес  ще остане района между ул. "" Хр. Ботев "", ул. "" Ген. Г. Попов "", ул. "" Бачо Киро"" и  бул. ""Русия "";
ж. к. ""Балик"" бл. 53, ул. ""Гоце Делчев"";
Поради авария на напорен водопровод на ПС Одринци е възможно да се наруши водоподаването в квартала над ЖП линията и кв. Рилци;
- Район Добрич-селска: с. Росеново, с. Стожер, с. Бенковски, с. Воднянци, с. Смолница, с. Паскалево
- Район Балчик: с. Кранево, с. Оброчище, с. Царичино, с. Църква
- Район Каварна: гр. Каварна ул. ""Сава Ганчев"", с. Пор. Чунчево
- Район Тервел: с. Мали Извор
- Район Г. Тошево: с. Росица, с. Калина, с. Балканци, с. Писарово
- Район Шабла: с. Черноморци, с. Смин, ПС ""Дуранкулак"" (ел. ремонт)
- Район Крушари: с. Лозенец, с. Северци, с. Крагулево
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
08.06.2020,"- Район Добрич: ул. "" Кубадин "" № 32; ул. "" Полк. Калотинов "" № 18, 43; ул. "" Хан Тервел "" - района над гара юг с нарушено водоподаване;;;  ВЦ - поради авария по ул. "" Г. Делчев "" без водоподаване тази вечер ще остане района между ул. "" Хр. Ботев "", ул. "" Ген. Г. Попов "", ул. "" бачо Киро"" и  бул. "" Русия "".
- Район Добрич-селска: с. Гешаново; с. Безводица; с. Воднянци
- Район Балчик: с. Сенокос
- Район Каварна: гр. Каварна - ул. "" Сава Ганчев ""; с. Топола; с. Селце; с. Белгун
- Район Тервел: ПС "" Коларци ""; с. Кладенци
- Район Г. Тошево: гр. Г. Тошево; с. Пчеларово
- Район Шабла: с. Черноморци; с. Пролез
- Район Крушари: с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
07.06.2020,"- Район Добрич: ВЦ-с нарушено водоподаване ще са ул. М. Палаузов; ул. Дуранкулак и в района на агро магазина.
- Район Г. Тошево: ул. Д. Петков и ул. В. Койчев ще са с нарушено водоподаване поради ремонт в района.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
06.06.2020,"- Район Г. Тошево: с. Балканци.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
05.06.2020,"- Район Добрич: Воден цикъл -  спиране на водоподаването-бул. ""25-ти IX"" от бившия обувен завод до ""Сердика"", Индустриална зона, Авиограда; Воден цикъл - ул. В. Димитрова; Аварии - Лозята   ул. 10та, ул. Полк. Калотинов 18, 43; Поради авария на напорен водопровод на ПС Алмалии е възможно да се наруши водоподаването в квартала над ЖП линията и кв. Рилци.
- Район Добрич-селска: с. Хитово, с. Владимирово, с. Приморци
- Район Балчик: с. Рогачево, КК Албена
- Район Каварна: ул. Сава Ганчев, с. Селце
- Район Тервел: с. Божан, с. Бонево
- Район Г. Тошево: ул. Васил Койчев, напор с. Калина
- Район Шабла: ул. Висла, с. Черноморци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
04.06.2020,"- Район Добрич: Днес с нарушено водоподаване ще са живущите в района заключен между: бул. Добруджа, ул. ген. Попов и бул. Русия до ж. к. Иглика включително. Спирането е по заявка на ВЦ;
- ул. ""Кубадин"" № 32, ж. к. ""Балик"" (спиране на водоподаването в целия квартал); бул. ""25-ти IX"" от бившия обувен завод до ""Сердика"" (спиране на водоподаването)
- Район Добрич-селска: с. Лясково, с. Опанец, с. Богдан, с. Приморци
- Район Балчик: гр. Балчик ул. ""Бузлуджа"", гр. Балчик ул. ""П. Р. Славейков"", с. Кранево, с. Рогачево, гр. Балчик ул. ""Шипка"", в. з. ""Кулака""
- Район Каварна: гр. Каварна ул. ""Сава Ганчев"", с. Топола
- Район Тервел: с. Бонево
- Район Г. Тошево: напор - Калина, с. Кардам
- Район Шабла: с. Тюленово, с. Твърдица
- Район Крушари: с. Крагулево
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
03.06.2020,"- Район Добрич: ул. "" Климент Охридски "" № 46
- Район Добрич-селска: с. Хитово; с. Ст. Караджа; с. Камен с. Богдан
- Район Балчик: с. Царичино; гр. Балчик - ул. "" Варненска ""; ПС "" Албена ""
- Район Каварна: гр. Каварна - ул. "" Ал. Стамболийски ""; с. Селце; с. Пор. Чунчево
- Район Тервел: СК "" Безмер ""
- Район Г. Тошево: с. Росен; с. житен; с. Кардам; ПС "" Узово ""
- Район Шабла: гр. Шабла - ул. "" Висла ""; Къмпинг "" Добруджа ""
- Район Крушари: с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
02.06.2020,"- Район Добрич: ул. Стоил войвода
- Район Добрич-селска: с. Хитово; с. Царевец; с. Камен
- Район Балчик: с. Брястово
- Район Каварна: старите лозя; с. Нейково
- Район Тервел: ул. Ст. планина; с. Нова Камена; СК. Безмер
- Район Г. Тошево: с. Вичево; пс. Пастир; нопор Тошево
- Район Шабла: ул. Заводска; с. Горичане
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
01.06.2020,"- Район Добрич: жк. Добротица 28, ул. Полк. Калотинов, ул. Баба Тонка.
- Район Добрич-селска: с. Гешаново, с. Карапелит, с. Подслон, с. Богдан, с. Батово.
- Район Балчик: Сборно място ул. четвърта, с. Брястово.
- Район Каварна: с. Белгун, с. Селце, с. Божурец.
- Район Тервел: ул. Хаджи Димитър, ул. Отец Паисий, ул. Стара Планина.
- Район Г. Тошево: с. Житен, с. Бежаново.
- Район Шабла: ул. Волга, с. Горун, с. Дуранкулак, къмпинг Добруджа.
- Район Крушари: с. Телериг, с. Абрит.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
30.05.2020,"- Район Добрич-селска: с. Подслон, с. Стожер
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
29.05.2020,"- Район Добрич: ул. "" Калиакра "" № 93; ул. "" Л. Каравелов ""; бул. "" 3 март "" № 43
- Район Добрич-селска: с. Полк. Свещарово; с. Тянево; с. Малка смолница; с. Божурово
- Район Балчик: с. Брястово; гр. Балчик - ул. "" Черно море ""
- Район Каварна: гр. Каварна - ул. "" Добротица ""; местност "" Старите лозя ""
- Район Г. Тошево: гр. Г. Тошево; с. Люляково; с. Равнец; с. Дъбовик
- Район Шабла: гр. Шабла - ул. "" Волга ""; с. Горичане; с. Твърдица; с. Дуранкулак
- Район Крушари: с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
28.05.2020,"- Район Добрич: Воден цикъл - на 28. 05. от 8. 00 до 17. 00 ч. ще бъде спряна водата в ж. к. ""Дружба"" бл. 14 и 15, бул. ""Русия"" № 49, 51, 53, 55, 57, 59 и ул. ""Дунав"" бл. 24 поради прехвърляне на нов  водопровод  ул. Калиакра90;  ул. Георги  Бенковски 3;  кв. Рилци - ул. Чавдар  войвода;
- Район Добрич-селска: с. Тянево;  с. Малка  Смолница;  с. Ловчанци;
- Район Балчик: с. Кранево;  с. Карвуна; с. Брястово; пс. Дъбрава;
- Район Каварна: с. Септемврийци;  с. Селце;  с. Топола; пс. Болата;
- Район Тервел: Тервел - ул. Хан  Аспарух;  СК  Коларци;  Тервел - ул. Цар  Иван  Асен;
- Район Г. Тошево: с. Кардам;  Скендерле  могила - с. Балканци;  с. Конаре;  с. Тригорци;
- Район Шабла: Шабла - ул. Заводска;  с. Тюленово;  пс. Дуранкулак;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
27.05.2020,"- Район Добрич: Воден цикъл - на 27 и 28. 05. от 8. 00 до 17. 00 ч. ще бъде спряна водата в ж. к. ""Дружба"" бл. 14 и 15, бул. ""Русия"" № 49, 51, 53, 55, 57, 59 и ул. ""Дунав"" бл. 24 поради прехвърляне на новводопровод. ул. Хемус, ул. Княз Ал. Батенберг, ул. Ген. л-т Т. Д. Кантарджиев, Авиоград.
- Район Добрич-селска: с. Тянево, с. Дончево.
- Район Балчик: с. Карвуна, с. Кранево, с. Рогачево, с. Сенокос.
- Район Каварна: с. Иречек
- Район Тервел: с. Коларци, с. Ангеларий, с. Балик, с. Оногур.
- Район Г. Тошево: с. Кардам, с. Василево, кв. Пастир.
- Район Шабла: Къмпинг Добруджа, с. Тюленово, с. Дуранкулак.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
26.05.2020,"- Район Добрич: Воден цикъл -на 26, 27 и 28. 05 от 8. 00 до 17. 00 ч.  ще бъде спряна водата в Дружба бл. 14 и 15, бул. Русия 49, 51, 53, 55, 57, 59  и ул. Дунав 24 поради прехвърляне на нов водопровод.
- Район Добрич-селска: с. Ловчанци, с. Соколник, с. Опанец, с. Тянево
- Район Балчик: с. Карвуна
- Район Каварна: с. Раковски, с. Видно, с. Топола
- Район Тервел: гр. Тервел - горна зона, с. Жегларци
- Район Г. Тошево: ул. Опълченска, с. Пчеларово
- Район Шабла: къмпинг Добруджа, с. Твърдица, с. Тюленово с. Дуранкулак, с. Горичане
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
25.05.2020,"- Район Добрич-селска: с. Смолница
- Район Каварна: ПС ""Каварна - 1"" - ел. ремонт
- Район Шабла: с. Горичане
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
24.05.2020,"- Район Добрич-селска: Гешаново - напор / с нарушено водоподаване с. Гешаново, с. Подслон, с. Карапелит /
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
22.05.2020,"- Район Добрич: Бул. Трети Март 43.
- Район Добрич-селска: с. Тянево.
- Район Балчик: с. Оброчище.
- Район Каварна: с. Септемврийци, с. Божурец, ул. Сава Ганчев.
- Район Г. Тошево: с. Кардам, с. Дъбовик, кв. Пастир.
- Район Шабла: Къмпинг Добруджа, с. Тюленово, с. Дуранкулак.
- Район Крушари: с. Северци, с. Крагулево, с. Добрин.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
21.05.2020,"- Район Добрич: кв. Рилци - ул. Чавдар 11
- Район Добрич-селска: с. Карапелит, с. Тянево
- Район Балчик: в. з. Изгрев, с. Кранево
- Район Каварна: с. Белгун, с. Септемврийци, с. Селце, с. Видно
- Район Тервел: ул. Оборище, ул. Н. Вапцаров, с. Кочмар
- Район Г. Тошево: ул. Д. Михайлов, с. Красен
- Район Шабла: ул. Арда, къмпинг Добруджа, с. Дуранкулак, с. Горун
- Район Крушари: с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
20.05.2020,"- Район Добрич: ул. ""Калиакра"" (разклона за бирената фабрика), ПС ""Приморци""
- Район Добрич-селска: с. Черна, с. Тянево, с. Долина, с. Сливенци, ПС ""Батово 2"" ел. ремонт
- Район Балчик: гр. Балчик, в. з. ""Изгрев, с. Оброчище
- Район Каварна: гр. Каварна, ул. ""Сава Ганчев"", с. Раковски, с. Нейково, с. Белгун
- Район Тервел: с. Кочмар, СК "" ЖФК
- Район Г. Тошево: с. Росица, СК ""Дъбовик"", с. Пленимир
- Район Шабла: с. Пролез, къмпинг ""Добруджа"", с. Дуранкулак
- Район Крушари: с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
19.05.2020,"- Район Добрич: На 19 май 2020 г. поради изграждане на канализационни връзки по бул. Русия ще има смущения във водоподаването в участъка заключен между бул. Русия, ул. Ген. Попов, бул. Добруджа и жк Иглика;;;; ул. "" Калиакра ""; бул. "" Добруджа "" № 19; Района на пожарната - ремонт ПХ
- Район Добрич-селска: с. Дончево; с. Карапелит; с. Паскалево; ПС "" Батово"" 2
- Район Балчик: Вилна зона "" Изгрев ""
- Район Каварна: с. Нейково; ПС "" Македонка ""
- Район Тервел: СК "" ЖФК ""; с. Мали извор
- Район Г. Тошево: с. Малина
- Район Шабла: гр. Шабла - ул. "" Синчец ""; Къмпинг "" Добруджа ""; ПС "" Шабла "" 1
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
18.05.2020,"- Район Добрич: На 18 и 19 май 2020 г. поради изграждане на канализационни връзки по бул. Русия ще има смущения във водоподаването в участъка заключен между бул. Русия, ул. Ген. Попов, бул. Добруджа и жк Иглика;  Авиоград  бл. 1;
- Район Добрич-селска: с. Тянево;  с. Победа;
- Район Балчик: с. Гурково;  ВЗ  Кулака;
- Район Каварна: с. Раковски;  пс. Македонка;
- Район Тервел: СК ЖФК - аварирал. С понижено налягане ще остане гр. Тервел, с. Божан и с. Поп Груево. с. Кочмар;  с. Нова  Камена;
- Район Шабла: с. Пролез;
- Район Крушари: с. Лозенец; с. Полковник  Дяково;  с. Северци;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
17.05.2020,"- Район Добрич: На 18 и 19 май 2020 г. поради изграждане на канализационни връзки по бул. Русия ще има смущения във водоподаването в участъка заключен между бул. Русия, ул. Ген. Попов, бул. Добруджа и жк Иглика;
- Район Добрич-селска: с. Тянево, с. Житница, с. Пчелник.
- Район Тервел: СК ЖФК - аварирал. С понижено налягане ще остане гр. Тервел, с. Божан и с. Поп Груево.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
16.05.2020,"- Район Балчик: с. Кранево
- Район Каварна: с. Вранино
- Район Тервел: СК ЖФК - аварирал. С понижено налягане ще остане гр. Тервел, с. Божан и с. Поп Груево.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
15.05.2020,"- Район Добрич: На 15; 18 и 19 май  2020г. поради  изграждане  на  канализационни  връзки  по  бул. Русия  ще  има  смущения  във водоподаването  в участъка  заключен  между  бул. Русия;  ул. Ген. Попов  и  бул. Добруджа; жк Иглика;
бул. ""Добруджа"", ул. ""Иван Кършовски""
- Район Добрич-селска: с. Козлодуйци, с. Смолница (Голяма Смолница), с. Победа, с. Методиево
- Район Балчик: гр. Балчик ВЗ ""Изгрев"", с. Оброчище, с. Гурково
- Район Каварна: с. Топола, с. Селце, ПС ""Македонка"" - ел. ремонт, с. Вранино
- Район Тервел: с. Попгруево, СК ""Зърнево""
- Район Г. Тошево: с. Зограф
- Район Шабла: с. Тюленово, ПС ""Шабла - 1"" - ел. ремонт
- Район Крушари: напор Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
14.05.2020,"- Район Добрич: Лозята  Трети  път; На 15; 18 и 19 май  2020г. поради  изграждане  на  канализационни  връзки  по  бул. Русия  ще  има  смущения  във водоподаването  в участъка  заключен  между  бул. Русия;  ул. Ген. Попов  и  бул. Добруджа; жк Иглика;
- Район Добрич-селска: с. Плачи  дол;  с. Драганово;  с. Богдан;
- Район Балчик: ВЗ  Изгрев и ВЗ Фиш  Фиш;  с. Царичино;  с. Оброчище;
- Район Каварна: Каварна - ул. Сава  Ганчев;  с. Топола;
- Район Тервел: Ск  Зърнево;
- Район Г. Тошево: Ген. Тошево - ул. Васил  Априлов;  с. Калина;
- Район Шабла: Шабла - ул. Петко  Балдаранов;  СО  Кария;
- Район Крушари: с. Полк.  Дяково;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
13.05.2020,"- Район Добрич: ж. к. Добротица, ул. Клокотница, бул. Русия; Индустриална зона - с нарушено водоподаване - търси се авария.
- Район Добрич-селска: Поради аварии по напорен водопровод с нарушено водоподаване ще бъдат селата: Златия, Козлодуйци, Врачанци, Малка Смолница, с. Победа.
- Район Балчик: ВЗ Изгрев, с. Гурково
- Район Каварна: ул. Кап. Д. Добрев, ул. Сава Ганчев.
- Район Тервел: с. Кочмар.
- Район Г. Тошево: с. Писарово, с. Снягово.
- Район Шабла: Комплекс Кария.
- Район Крушари: с. Добрин.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
12.05.2020,"- Район Добрич: Поради ел. повреда в ПС Батово е възможно да има нарушено водоподаване в Лозята и ЖК Добротица.
- Район Добрич-селска: с. Росеново, с. Карапелит, с. Стожер, с. Дебрене; Поради ел. повреда в ПС Батово е възможно да има нарушено водоподаване в селата Одърци, Славеево, Пчелино, Соколник, Стефаново, Бранище, Плачи дол; Поради аварии по напорен водопровод днес и утре с нарушено водоподаване ще бъдат селата :Златия, Козлодуйци, Врачанци, Малка смолница.
- Район Балчик: с. Оброчище, с. Кранево, в. з. Изгрев, в. з. Златна рибка
- Район Каварна: с. Раковски, Поради проблеми с ел. захранването от Енергопро временно не работят ПС Каварна 1 и 2 - до отстраняването им.
- Район Тервел: СК Жегларци
- Район Г. Тошево: Скендерли могила, с. Писарово
- Район Шабла: с. Тюленово
- Район Крушари: с. Полк. Дяково
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
11.05.2020,"- Район Добрич: Сондажи ""Плачидол "", гр. Добрич ул. ""Кубадин"" № 41
- Район Добрич-селска: Напор ""Батово"", с. Стожер, с. Ген. Колево, с. Бенковски, с. Методиево
- Район Балчик: с. Оброчище, с. Кранево, с. Царичино, с. Соколово, гр. Балчик, ВЗ ""Изгрев""
- Район Каварна: ул. ""Сава Ганчев"", ул. ""Хаджи Димитър""
- Район Г. Тошево: с. Зограф, с. Пчеларово
- Район Шабла: с. Тюленово, ПС ""Шабла 1""
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
10.05.2020,"- Район Балчик: ВЗ  Изгрев;
- Район Тервел: с. Каблешково;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
08.05.2020,"- Район Добрич: ул. Славянска, ул. Сан Стефано, Лозята.
- Район Добрич-селска: с. Свобода, с. Долина.
- Район Балчик: ВЗ Изгрев, с. Карвуна.
- Район Каварна: с. Свети Никола.
- Район Г. Тошево: с. Вичово.
- Район Шабла: с. Горун, с. Дуранкулак.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
07.05.2020,"- Район Добрич: Лозята - 2-ри път, Лозята - 3-ти път, ул. Иван Кършовски, ЖК Добротица - до БГ Транс
- Район Добрич-селска: с. Алцек, с. Бранище
- Район Балчик: кв. Момчил, с. Дропла, с. Църква, в. з. Изгрев
- Район Каварна: Старите лозя, с. Могилище
- Район Г. Тошево: с. Зограф, Скендерли могила
- Район Шабла: ул. Черни връх, с. Дуранкулак
- Район Крушари: с. Коритен
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
06.05.2020,"- Район Тервел: Напор ПС ""Полковник Савово"" в посока гр. Тервел
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
05.05.2020,"- Район Добрич: Лозята - първи  път;  Бул. 25 септември до фирма  Алвина - Промишлена  зона;  ЖК Добротица - поради  аварията  на  пс. Батово;
- Район Добрич-селска: с. Ведрина;  с. Хитово;  пс. Батово - напор - с. Бранище;  с. Плачи  дол;  с. Стефаново;  с. Одърци; Славеево;  с. Соколник;  с. Пчелино; 19. 30ч  авария  на напорен водопровод от пс. Батово- с нарушено водоподаване с. Бранище и с. Плачи дол
- Район Балчик: с. Кранево;  с. Царичино;  гр. Балчик - ул. Любен  Каравелов;  ВЗ  фиш - фиш;
- Район Каварна: с. Нейково;  с. Чунчево;
- Район Тервел: с. Кладенци;  с. Орляк;
- Район Г. Тошево: с. Лозница;  с. Александър  Стамболийски;
- Район Шабла: Къмпинг  Добруджа;
- Район Крушари: с. Зимница
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
04.05.2020,"- Район Добрич: Лозята - първи път; ул. хан Тервел 192
- Район Добрич-селска: с. Смолница; с. Врачанци; с. Подслон; с. Камен
- Район Балчик: ул. Хр. Ботев; с. Пряспа; с. Царичино
- Район Каварна: с. порч. Чунчево
- Район Г. Тошево: м. Скендерли могила
- Район Шабла: пс. Смин
- Район Крушари: с. Дяково; СК Лозенец
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
30.04.2020,"- Район Добрич: ЖК  ДОБРОТИЦА  БЛ. 15;  УЛ. КУБАДИН 23;  Лозята - Фирма  Харон;
- Район Добрич-селска: С. БРАНИЩЕ;  С. ЧЕРНА;  С. СВЕЩАРОВО;
- Район Балчик: С. ЦЪРКВА;  С. ДРОПЛА;
- Район Каварна: С. ТОПОЛА;
- Район Тервел: С. НОВА  КАМЕНА;  С. КОЧМАР;
- Район Г. Тошево: С. ПРЕСЕЛЕНЦИ;  С. ПРИСАД;
- Район Шабла: С. ГОРУН;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
29.04.2020,"- Район Добрич: Авиоград; ул. Черноризец храбър; лозята в района на тв. кула; ул. Железничарска -района над г. Юг; ул. Кл. Охридски в района на хуманитарна  гимназия-ВЦ
- Район Добрич-селска: с. Одърци; с. Хитово
- Район Балчик: Вз. Овчаровски плаж; Вз. Сборно място; с. Дропла
- Район Каварна: с. св. Никола
- Район Тервел: с. Кладенци; с. Бонево; пс. Жегларци
- Район Г. Тошево: с. Пчеларово; с. Пленимир; с. Писарово
- Район Шабла: къмпинг ""Добруджа""
- Район Крушари: пс. Крушари
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
28.04.2020,"- Район Добрич: Поради присъединяване на нов водопровод Лозята ще останат без водоподаване от 22. 00 ч. на 27. 04. до 17. 00 ч. на 28. 04. 2020 г.
- Район Добрич-селска: с. Славеево, с. Пчелино, с. Свобода, с. Росеново, с. Божурово.
- Район Балчик: с. Карвуна.
- Район Каварна: ул. Сава Ганчев, с. Нейково.
- Район Тервел: с. Честименско.
- Район Г. Тошево: с. Писарово, с. Вичово, с. Красен.
- Район Шабла: с. Тюленово.
- Район Крушари: с. Лозенец.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
27.04.2020,"- Район Добрич: ул. Кл. Охридски 60, Авиограда - бл. 1, Хидрофор Рилски блокове, ул. Кл. Охридски 54; Поради присъединяване на нов водопровод Лозята ще останат без водоподаване от 22. 00 ч. на 27. 04. до 17. 00 ч. на 28. 04. 2020 г.
- Район Добрич-селска: с. Черна, с. Свобода, с. Победа, с. Долина, с. Плачи дол, с. Бранище
- Район Балчик: ул. Христо Ботев, с. Дропла, с. Карвуна
- Район Каварна: с. Белгун
- Район Г. Тошево: с. Сноп, с. Градини
- Район Шабла: ул. Дунав
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
24.04.2020,"- Район Добрич: ул. Рилци
- Район Добрич-селска: с. Долина; с. Ведрина; с. Победа; с. Пчелник
- Район Балчик: с. Карвуна; ВЗ-Сборно място
- Район Каварна: с. Могилище
- Район Тервел: с. Мали извор
- Район Г. Тошево: с. Росен; с. Изворово
- Район Шабла: с. Тюленово
- Район Крушари: Поради ел. профилактика с нарушено водоподаване:с. Телериг; с. Бакалово и с. Зимница
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
23.04.2020,"- Район Добрич: ул. Акация 2, Балчишки път - Ф - ма ''Катина''
- Район Добрич-селска: с. Ведрина, с. Владимирово, с. Росеново.
- Район Балчик: ул. Захари Стоянов, с. Оброчище.
- Район Каварна: с. Могилище.
- Район Г. Тошево: с. Преселенци, с. Писарово.
- Район Шабла: ул. Дунав, ул. Македония.
- Район Крушари: с. Северняк, с. Поручик Кърджиево.
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
22.04.2020,"- Район Добрич-селска: ПС Батово - напор, с. Богдан, с. Опанец
- Район Балчик: ул. Шипка, с. Оброчище
- Район Каварна: с. Видно, с. Камен бряг
- Район Г. Тошево: с. Узово, с. Ал. Стамболийски, с. Присад
- Район Шабла: Рибарско селище
- Район Крушари: ПС Крушари - ел. авария, с. Ефр. Бакалово
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
21.04.2020,"- Район Добрич: Поради  авария по  напора  на  пс. Батово - Лозята  гр. Добрич; сондажи с. Приморци,
ПС ""Алмалий""
- Район Добрич-селска: Поради  авария  по  напора  на  пс. Батово - с. Плачи  дол;  с. Бранище;  с. Стефаново;  с. Пчелино;  с. Соколник; с. Славеево; с. Одърци;  13ч. - пс. Оброчище - ел. авария; с. Камен
- Район Балчик: ул. ""Христо Ботев"", ул. ""Захари Зограф""
- Район Каварна: с. Селце, с. Видно
- Район Тервел: ""Подемна"" ЖСК; с. Орляк
- Район Г. Тошево: с. Спасово, с. Александър Стамболийски, с. Красен
- Район Шабла: къмпинг ""Добруджа"", ""Рибарско селище""
- Район Крушари: с. Бистрец, с. Полковник Дяково
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
20.04.2020,"- Район Добрич: 15ч. Поради  авария по  напора  на  пс. Батово - Лозята  гр. Добрич
- Район Добрич-селска: 16ч. - Поради  авария  по  напора  на  пс. Батово - с. Плачи  дол;  с. Бранище;  с. Стефаново;  с. Пчелино;  с. Соколник; с. Славеево; с. Одърци;  13ч. - пс. Оброчище - ел. авария;
- Район Балчик: с. Кранево;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
19.04.2020,"- Район Балчик: с. Кранево -авария
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
17.04.2020,"- Район Тервел: с. Поп Груево, СК Жегларци
- Район Г. Тошево: с. Изворово
- Район Крушари: ПС Крушари
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
16.04.2020,"- Район Добрич: ул. ""Стефан Караджа""
- Район Добрич-селска: с. Врачанци, с. Богдан
- Район Балчик: гр. Балчик, ВЗ ""Сборно място"", с. Кранево
- Район Каварна: с. Могилище, с. Видно
- Район Тервел: ПС ""Жегларци"", с. Орляк
- Район Г. Тошево: с. Спасово
- Район Шабла: ул. ""Черни връх""; ул. ""Равно поле""; с. Тюленово
- Район Крушари: с. Лозенец, с. Северци
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
15.04.2020,"- Район Добрич: кв. Рилци;  Напор  пс. Алмалий;
- Район Добрич-селска: с. Богдан;  с. Карапелит;  с. Драганово;
- Район Балчик: Балчик - ул. Стара  планина;
- Район Каварна: с. Могилище;  с. Българево;
- Район Тервел: СК  Жегларци;  с. Орляк;
- Район Г. Тошево: с. Житен;
- Район Шабла: с. Тюленово;
- Район Крушари: с. Зимница;  с. Поручик  Кърджиево;
С настоящото съобщение, молим жителите на упоменатите райони в област Добрич да приемат нашите извинения за причинените им неудобства."
